user,user_id,when,review,cafe_id
Lauren Garoppo,1481,a month ago,I’ve always been a big fan of Rival Bros and am so excited they opened a location here. Excellent coffee!,75
michael mackenzie,1482,4 weeks ago,Had a latte and it was 10/10 delicious,75
Victoria G,1052,2 months ago,The people here are so lovely and the iced coffee is delicious :) wish it was closer,75
Kim Welinski,1483,3 months ago,Awesome flat white. Delicious ginger muffin. Friendly and helpful service. Thanks.,75
Michelle M.,1484,3 months ago,"Excellent coffee, really great service, cozy atmosphere",75
maia painter,1485,3 months ago,Very fast and friendly service. Great latte.,75
Charles Foreman,1486,a week ago,Perfect place to relax with a cup of coffee,75
Bryce Strong,1487,3 months ago,Wonderful drinks and a beautiful space,75
NoSnence TV,1488,4 days ago,Walked in for a cup of iced tea and the barista said it was on them. Can’t complain about a free cup of iced tea. I got some blood orange black tea and it was exactly what I wanted.,75
Sarah,699,a month ago,"Stumbled across this place on a walk and loved walking in. The cafe has a homey ambience upstairs to sit and read/get work done, and the basement is a little spunkier to sit down and talk. They have a great bulletin board of …",67
Valerie Faiola,1489,2 weeks ago,Was stuck in Philly with my friend due to a delayed flight and was fortunate enough to find this gem! Coffee was amazing as well as the staff members.  Gave us tons of great ideas of what to check out while in town and were extremely …,67
Scott Ledyard,1490,a month ago,"Just what you want in a neighborhood coffee shop. Fast excellent caffelatte and hot savory or sweet food. I had the Sofia sandwich, which was delicious and hot, and I asked for it on whole wheat which was excellent, although a microwave was …",67
Aigo M (Miss Aigo),186,2 months ago,"This is a very big coffee shop, I love their coffee and atmosphere.
They are a super community-friendly, I hope to come when they have events!",67
chelsea natalie,1491,3 months ago,"great vibe & atmosphere! a great presentation of the grunge/artsy vibe of philly! great for meeting a friend or getting work done as they have two floors with different vibes! their drip tasted normal and worth the price. however, i …",67
Wil Spillane,1492,a year ago,Got the Vietnamese iced coffee. It was less than ok. Coffee beans that are stale have a very particular taste to me and unfortunately theirs was pretty stale. However they store their beans makes them stale. Prices were much lower than I …,67
Tania A,1493,3 months ago,I’ve only got one word to describe this place- DISAPPOINTING. The only thing that could resolve this is a full refund. The coffee tasted like microwaved oat milk. The breakfast sandwiches were cold. The place was cute though.,67
Chandler Hsu,131,2 years ago,"Low-key, down-to earth and slightly quirky independent coffee shop serving La Colombe, Margaret's Bread, other baked good and light sandwiches. …",67
Peter Jin,133,4 months ago,Nice and comfy place to have a cup of coffee,67
Camille F.,1494,3 years ago,Coffee is delicious but the zucchini chocolate chip bread…. So good I had to stifle curse words out of respect for the other patrons. I love their covid conscious set up too - you can order online or a walk up window. Lots of payment options. A ridiculously good selection of pastries and breads. A must try!,67
Grace Wei,1495,11 months ago,Quite literally the worst matcha I’ve ever consumed was made here. Take a look at the photo to see yourself. I had to leave and go to another cafe to redeem the $6 matcha I took 2 sips of.,67
Wayne Rae,1496,a week ago,"Staff was super friendly and knowledgeable! A very nice treat, thank you!",67
Weixu Lu (陆巍戌),1497,8 years ago,Great coffee. Barista was ... robotic and unfriendly (but not rude as many other reviewers suggest). Weird music. Weird bathroom decoration. Super quiet in a Sunday afternoon with at least 10+ people in the coffee shop. Quieter than a library... super weird. Good place for working on a laptop though.,67
Bilal Motley,2,3 years ago,Great food. Excellent coffee. Friendly service. I highly recommend.,67
mira gaede,1498,4 weeks ago,"The most expensive coffee I’ve had in the city, and by far the worst. Made me extremely sick.",67
Joanah Nwokeabia,25,4 months ago,This cafe charges 30% more for non-dairy substitutes in coffee. Absolute greed. Unfair to vegans and those with lactose intolerance.,67
nell green e,1499,6 months ago,"Even though online hours say they open at 7, there is a sign on the door saying that they open at 8. Despite that, I went at 9 and they still weren’t open. Not a person in sight. Drove 30 mins to come to this coffeeshop. Went to good karma down the street",67
Tom McN,1500,a year ago,"This is a very special third place. So nice to find a coffee shop with some character that isn’t just full of people sitting in silence, on their laptops. It’s also more community-oriented, with brochures and pamphlets  about stuff that’s happening locally. It’s an asset to our neighborhood and in a beautiful building!",67
Must Ask Rides,1501,3 years ago,"howdy, the Last Drop on thirteenth street is the super-duperest, awesome-sauciest, coolest-beanz coffeehouse you'll find this side of the Susquehanna, or the Schuylkill, i dunno, im from Florida but i shall return.  the service and the coffee are top notch.  keep up the good work y'all",67
Hayley Lewis,1502,8 months ago,"Super cute spot, wasn’t to crowded and the coffee was perfect!",67
Stephen Lynch,1503,a year ago,"Funky coffee shop with an art house vibe. Coffee was excellent, made to temperature and with care. …",67
Lucy R,1504,a year ago,The shop itself is cute and clean. Bagels are not good and they were stingy on the cream cheese for an extra $2. The latte was excellent though but an additional $.51 for ice when you get less coffe is odd. Never seen nickeling and dining for ice,67
S Hu,1505,6 days ago,Cute coffee shop with great pastries!,67
anna scott,1506,3 years ago,"nice space. While I didn’t sit indoors, I enjoyed the decor while I waited for my coffee. The espresso machine inside of the large mantle was gorgeous. They definitely accommodated themselves to the space instead of the other way around. …",67
Bill Stewart,1507,4 months ago,Nice place for coffee. Bagels were OK.,67
Meghan Dixon,1442,2 years ago,"Nice little coffee shop open early on the weekends. The oat milk latte was good, the real stunner was the croissant! Perfect amount of flake and chewy inside. A little pricey but what you would expect in this area.",67
Marshall Schurtz,1508,7 years ago,I live around the corner from this shop so I've been plenty of times for a quick cup of coffee. I have to split up the ratings into a few parts to be fair. …,67
Nicholas Santangelo,1509,2 years ago,"Always an awesome time at this spot! Nice, quiet, cute little coffee shop. Always good to come here to meet up with anybody, talk, listen to music, or be your friendly neighborhood gentrifier and work on your corporate shell of a PowerPoint presentation without your boss micromanaging your work.",67
saoud Al DHAHERI,1510,7 months ago,"My favorite place in Philly, friendly staff",67
Jennifer Giordano,1511,5 years ago,Came in for a quick bite for Sunday breakfast. Very quick and pleasant service. Food hit the spot. My only issue is coffee refills were $1.50. I personally don't feel like there should be a charge to fill up your average size coffee mug.,67
Brooke Johnson,1512,2 weeks ago,"Cool spot, Emerson's the goat 💪 …",67
Steve R,1513,5 years ago,Merely average. I grabbed a chicken salad sandwich which had some of the driest bread I’ve ever tasted. Latte I had was fine. This place is really old & tired looking inside. It is in dire need of a deep scrubbing and a refresh and some new furniture. There are much better options out there.,67
Kate Bazis,1514,6 years ago,the items I got were ok but I found $8 + change a bit much for a soy cappuccino and a bagel with butter but that's downtown for you I guess. also having the bathrooms downstairs and a kid in a stroller plus a big front step to get into this …,67
Alex D,1515,a year ago,The espresso drinks are bad and the bagels taste like they're the prepackaged ones from the grocery store. It's overpriced & I won't be returning.,67
Zara Merchant,1234,2 months ago,A great flat white - always consistent!,67
Brooks Ward,1516,2 years ago,nice little corner joint with good coffee. i particularly liked the Vietnamese iced coffee. Food options looked good and prices were lower than expected for the quality of the drinks!,67
Nicole Volpa,1517,5 years ago,"I've been coming here occassionally for years, and having gluten free, veggie and vegan options, I'm still disappointed with the charge for the alternative dairy for my coffee when there's so many options here. They make a great cappuccino …",67
Robert Benjamin Moore,1518,a year ago,Good coffee & great service are a perfect combination. Philadelphia has the best Cafe experience for all walks of life ✝️ Shalom!,67
Kirill Bykanov,1519,5 years ago,"This Café offers one of the best coffees and pastries in center City Philly. Sometimes on the more pricey side, it gives you exceptional service and an art deco interior to enjoy. The service is kind and WIFI very fast. It is a few blocks …",67
Janet McDermott,1520,6 years ago,"Coffee was great and it was paired with a chill ambience. Unfortunately, the barista closed the shop an hour prior to the closing time listed online (multiple sources). Typically, this wouldn’t lead to a one-star rating in my book. Too bad the barista smugly walked past us to tell us to leave just one minute prior to closing.",67
B,213,2 years ago,"Excellent service, inviting ambiance, and delicious croissant.",67
markiepolo,1521,5 years ago,First time here. The coffee was okay for the price. The other desserts were below average. The only reason I'm upset is that I tried to clean up a tablet to sit since I guess the last people didn't know where to put their dishes. I decided …,67
Jennifer Helfer,1522,8 years ago,"Sunday morning it is quite, low level music playing and few people inside. Coffee is great tasting, got a latte with almond milk. They have a few vegan sweets - scones and cookies. For breakfast they listed a tofu wrap and for breakfast a …",67
Michael Roza-Bennett,1523,6 years ago,Bought 2 over priced Kombuchas from this establishment when passing by and they were both warm and tasted bad of skunk vinegar. All the regular customers camp out all day so I did not want to go back and ask for a refund since the place is …,67
S Rosenbaum,1524,11 years ago,"The staff was very rude, at least the staff I encountered. The cashier gave me the wrong change, and was very unprofessional to me when I politely asked her about it. She was adamant that she did not mess up, when my empty wallet did not …",67
Charlie Mize,1525,6 years ago,"A lovely decor reminiscent of an old bar. High ceilings, worn tables, tall open windows. Sadly, the coffee is mediocre, the tea is ‘stash’ of common grocery store fame and the prices are on par with the best coffee houses on rittenhouse. If not the neighborhood, don’t bother.",67
B F,1526,5 years ago,"I know some people have bad days, but I'm quite sure the yellow haired mean girl has m ed natal health issues. I felt her rage across the cafe and it became very amusing to hear her treat every customer with outright disdain.
Coffee was NOT good either",67
Justin Pogue,1527,6 years ago,"Excellent corner joint. I got there about 15 minutes after opening, and despite the Baristas' appearance of maybe still being asleep, both drinks I ordered were prepared effortlessly, with perfect pours and microfoam, in less than three minutes. Way to go, sleepy-koala Barista Guy!",67
Edward Bombaro,1528,a year ago,"One of my favorite coffee shops, I've been a repeat customer for almost 20 years.  Cool environment.",67
Kathryn Bruce,1529,6 years ago,"LOVE IT! Friendly and polite employees. The one woman helped me decide between which wa as a stronger coffee. Their food is delish! I'm a vegetarian, so options are slim, but not here!",67
Katie Zumwalt,1530,13 years ago,"I go to the Last Drop pretty often because I live right across the street and I like to do work there.  I'm always polite, I always leave a tip, and still some of their employees are SO RUDE.  I don't know if it's because I don't have any …",67
Caroline Allen,1531,7 years ago,Yo. Their iced mocha is SOOO good. I used to go here every day and I just moved to Miami and I have yet to find anything comparable to last drop. Whoever says their coffee is just ok.. full of lies haha cause I LOVE last drop. Totally check this place out and then walk about the city in the summertime. :),67
Karim Hafazalla,1532,7 years ago,"This place is awesome. It's your cool, neighbourhood coffee shop that you could spend all day doing work in or catching up with a friend. Only giving it four stars instead of five because the wifi is quite spotty.",67
William Ahern,1533,14 years ago,"The staff is decent, but on more than one occasion they've been preoccupied with conversations while the line grows. I just love the location and the atmosphere - super chill, huge windows make up the bulk of the east and north walls",67
Audra Siren,1534,6 years ago,Great coffee. Loved the basement for a chill reading space.,67
Ariadna Gonzalez,1535,5 years ago,"The ""barista"" is the most lifeless person I've ever encountered. Wawa's coffee is even better than here's. I give 2 stars since the space is actually nice. Too bad I didn't feel welcomed.",67
illana levi,1536,5 years ago,"It was a local hangout when i lived in the area, otherwise I recommend it for vegans",67
Yann Lbr,1537,2 years ago,"Nice place to have a drink but terrible place to work. All the outlets do not work. They wrote ""no power"" on all of them so dont even think of working there with your laptop. I learned that the hard way...",67
Shiz Chestnut,1538,a month ago,There’s some hoes at this cafe,67
WORDS ARE WEAPONS SEETHER,1539,6 years ago,It was big enough where u don't feel cramped in a small space BUT it also gave u that quaint feeling... Prices were reasonable. I would DEFINITELY recommend it for just some time away to work on ur laptop or just some ME TIME ...,67
Roman Zhukov,1540,7 years ago,"Not a greatest selection, but everything I've ordered was fine. Soup could use more spices and salt, but that just a preference of a taste. Interior is defining old, Philadelphian, urban style.",67
Andrew Tran,1541,8 years ago,Great laid back coffee shop to grab a cup or two and study/catch up with friends. Only 4 stars because the WiFi is pretty spotty and randomly drops even when there's only a few people there.,67
Tim James,1542,6 years ago,"Are you tired of studying for your med school exams in the library? Or maybe you are working on a group project for history class at Friends Select? Or possibly you're making bad decisions about a first date place? The Last Drop is the place for you and people just like you. Come, meet your tribe.",67
Kieran Thwaites,1543,2 years ago,Popped in here for a quick coffee whilst visiting from the UK. My girlfriend had a bagel which she loved and it was the best iced coffee I've ever had!,67
Mariko Siegert,1544,4 years ago,Pretty affordable. The Vietnamese coffee and the bagels were amazing. I would love to come back to try other bagels here.,67
Julian Grefe,1545,10 years ago,"The best coffeehouse in Philadelphia by far.  Adam, the manager, may make the best americano that I've ever had in the tri sate.  AC, outlets, WiFi and huge windows.",67
Edward Lieber,1546,7 years ago,"Friendly staff, awesome atmosphere, not too crowded, good coffee, fantastic sandwiches.  Only complaint is the extremely spotty WiFi.",67
Twisted Elixir,1547,6 years ago,Offered 4 dollars for 2$ worth of quarters to park down the street for a job across the street. 2nd place I went too. Are quarters gold around here or? Someone explain.,67
Charles Cadwallader,1548,3 years ago,"As of my visit you still couldn't go inside, I don't know why, there are no longer any restrictions. But the coffee is good",67
Jaron,1549,5 years ago,Vietnamese coffee and the Banh Mi sandwich!! Their sandwiches are fairly cheap and they're vegan-friendly too! <3,67
Paul Friesen,1550,a month ago,Ordered an Americano and chai almond milk latte. The Americano was lukewarm and when I asked to froth the almond milk made some excuse about how it would be too frothy. Quaint little place but ask for your Americano extra hot if you like it above lukewarm.,57
Jeremy Yowell,298,a year ago,"Peddler Coffee was a nice stop on a busy Saturday. The cold brew I had was definitely above average, and my croissant was tasty. Service was fairly fast as well. Would come back if I was looking for coffee again in the area.",57
Christopher Neumann,637,8 months ago,"Pretty good latte, not too sweet which I enjoyed. Quiet little cafe on the corner with a calm atmosphere. The guy working the counter was kind and it seems like a lot of local people enjoy the place. A well-rounded positive experience.",57
Jason C,634,6 years ago,"Regular coffee shop serving the usual selection of croissants and breakfast pastries and really good cappuccino $3.75. Unfortunately, I cannot say the same about the service. The baristas were completely engrossed in a conversation that …",57
S L,1551,3 years ago,"After we went to the museum, we wanted to have a coffee. Then found this place. I had the coconut almond mocha, my boyfriend had a latte. Both are great. The coffee shop also sells their beans. Their pastries also look nice.",57
Mia,1552,4 months ago,I genuinely feel the coffee here is so awful :( I love the location and that they have a few small tables. The staff can be rude as well which honestly I don’t even mind- but the coffee alone is really really bad. I’ve had lattes from the …,57
Chris Taylor,19,5 years ago,"Great location that was quiet, inviting, and had friendly engaging staff. The decor and layout were nice and I loved the great box windows. The coffee was great as was the Philly style English muffin. Nice place that felt full of neighbor regulars.",57
J. Chad Duncan,1553,6 months ago,Great find and coffee shop. Had the Brown Butter Pecan Latte. Nice ambiance. Staff was friendly and knowledgeable.,57
Shane Krisa,1554,a month ago,"They have really good unique coffee flavors, we got hazelnut and vanilla lavender lattes and thought they were great",57
Stephen Klinck,420,a year ago,"My favorite coffee shop in Philly! Whether I stay for a few hours or pick up a drink to go, it is always a great experience. Most importantly, they have decaf cold brew! Perfect for late afternoons.",57
Ryan Bennick,1555,a year ago,Peddler has some really nice whole bean coffee. I’ve been using their beans for pour over. Really good stuff. …,57
alyssa hwang,114,5 months ago,"I come here maybe once a week. Great place to get some work done and the owner is super friendly. The music seems to change depending on who is working that day, so it can range from forgettable pop to raging punk, which is fun. It's a …",57
Christina,1556,5 months ago,"Quite little shop. No thrills quality coffee, but well made drinks. Welcoming & accommodating. Very nice staff!",57
Vincent Meli,1557,5 years ago,We were wandering around the museums one day with some friends who were visiting from out of town. It got to be that early afternoon time when I could use a little kick and we saw that this coffee shop was open and a few blocks away. …,57
Joshua Karpeh,1558,4 months ago,"Biggest frustration with a lot of boutique. Coffee shops is when they make nice cappuccinos and lattes, but the drip coffee is that good …there drip coffee Is easily the best drip coffee in all of Philadelphia",57
Ritesh Shah,1559,6 years ago,"A hideaway nook in the Logan Circle area.

I stopped in on a Saturday afternoon, and was pleased with the outcome. The …",57
Mysee Chang,1560,3 years ago,My favorite local coffee place in Philly! I always get the vanilla latte with oat milk and almond croissant! So good! Service is always fast!,57
roman dol,1561,2 years ago,Went to grab two iced coffees and asked for light ice and this is what I got. Two half filled cups of coffee for a grand total of 9 dollars. Just that someone asks for light ice does not mean they should get half a drink: that is just …,57
Peter Crouch,1562,5 years ago,"Super cute & cozy coffee shop, great menu with a variety of unique drinks like coconut almond iced coffee. Nice small selection of pastries! The baristas are always super friendly & helpful.",57
Jason Braun,1563,7 years ago,Hand poured coffee and a good selection of craft pastries. Skip Starbucks and check this place out sometime. You’re supporting a local business,57
Olive Butter,1564,a year ago,"I’m on the search to find the best oat milk latte in Philly and I think I found it! Amazing acid flavor with the right amount of milk. Extremely good coffee, and the atmosphere is really nice. It doesn’t have that sterile white look like so many modern cafes have.",57
Kelly,1565,10 months ago,"Love this place! Their iced hazelnut latte is delicious. The inside is super cozy, and the baristas are all friendly and great at making coffee. I miss their vanilla beignet though, since it was replaced with strawberry :,)",57
Ashley Landis,1018,a year ago,"Super cute spot! They have a great variety of seasonal drinks. I got an iced cardamom and rose latte. It was very good, although it could have been a bit stronger. Definitely check it out if you’re in the area!",57
Devon Barker,1566,5 years ago,Headed here for some caffeine and to get some work done after visiting the Art Museum. Great stopping point if heading back downtown with some unique pour over (Chemex) options. Limited seating but we had no problems finding a spot.,57
Carrie,1567,6 years ago,"For me, Peddler is synonymous with the Philadelphia Museum of Art. Pop in here, have a coffee and a pastry, and then head over to the museum by 10, to beat the crowds. Could there be a more perfect morning? I highly recommend the iced latte with almond milk. The staff is always so fun & helpful!",57
Elif Demir,1055,a year ago,"It is a super cute store. It was my first time on Thursday afternoon to stop by to have coffee and enjoy myself outside.
The barista bit bang/reddish hair does not smile; I mean, she does not have to, …",57
Albert Boerstoel,1568,a year ago,Nice place! For pastries come early. Afternoon they're gone,57
Sarah Giangiobbe,1569,3 years ago,The spicy chai latte with oat milk is one of my favorite fall drinks. They are consistent with the foaming of the milk and flavor of the chai (which is housemade).  They also have a few pastries and granola bars.  You can order in the …,57
Cynthia Chen,331,a month ago,exceptional vibes but the foam on my latte was just okay.,57
Patrick Wright,1570,a year ago,"Support local. Cozy, neighborhood spot with excellent coffee beverages. There is a modest food selection, but plenty for a quick break or snack. It was the perfect choice for us after visiting the Franklin Institute. 🏳️‍🌈 friendly. …",57
kamonrot chanalotpison,1571,a year ago,the best wake-up call!! great coffee,57
Joseph Kohan,1572,2 years ago,Great little coffee shop. Good vibes and very chill. Good prices as well.,57
Joseph Mee,1573,a year ago,Best coffee shop in the neighborhood BY FAR. Always a chill vibe and great rotating roasts and blends. They also mix up their pastry game often which I definitely appreciate. The staff is always friendly and knowledgeable and the plants are on point. 5 stars,57
Mia Epifanio,1574,a year ago,"1st time trying this coffee shop and it’s located in the perfect little spot near the art museum. plenty of drink options, lovely atmosphere, plenty of seating, great service, and amazing pastries. i had the brown sugar oat milk latte and …",57
Ryan Hubert (Ryan),1575,6 months ago,"Service was great, food and drinks were phenomenal. Definitely a cute small place to visit.",57
Chanel Brown-Legon (Chanel),1576,6 years ago,"I ordered a mango lychee green tea, which was very refreshing.

I also love the simplistic decor and the gold paper straws!",57
Brian Womer,1577,a year ago,Cozy cafe that serves outstanding coffee and cappuccinos. Friendly staff the will make drink to order. Reasonably priced. Not much room to enjoy your beverage though.,57
Neel Kumtakar,1578,6 months ago,"Great Coffee place to do work or chat.   If you live next to the Schuylkill River, I'd recommend  this place.",57
Susie Walthall,1579,a year ago,Cherry mocha latte was delicious! Not overly sweet with amazing flavor. Peach danish was fantastic with a fresh piece of peach at the center. Definitely recommend trying it out!,57
Joseph Lucas,1580,a year ago,"Cute coffee shop that offers very tasty treats and thoughtfully crafted drinks.
Wooden and rustic interior with a few select seats and stools for the window.
Perfect place to recover and warm upduring a rainy day.",57
Brian Hagan,1581,5 years ago,"Quaint little corner coffee shop. Looks to be a great study spot too. Recommend checking out for those visiting from out of town, like myself!",57
Cory Alexander,181,10 months ago,Lowkey local small coffee shop. Iced latte had a heavy milk pour and just ok espresso. No line or wait in the morning and a bit pricey.,57
Julia Chadwick,1582,2 years ago,Very tasty coffee!! I got a Honey Cinnamon Latte and asked for a little extra kick! They topped it with Cayenne and I couldn't have been happier.  The tarts were also a good time.,57
Ben Palitz,1583,a year ago,"Service is good. I liked the atmosphere however, I was really expecting the latte to be great but my first my first latte from peddlers was a disappointment. Tasted liked burnt almond milk.",57
Colts Fan,1584,a year ago,"Unfortunately I asked for 3 croissants and a cream doughnut paid full amount but when I arrived home I ONLY received 2 croissants and a cream donut!
ALSO Woman behind counter, touches her mouth with her fingers and uses her phone …",57
Katy,42,a year ago,"Small place, variety of coffee flavors, very feasible prices. The croissants were good even if not heated up. Found a new go-to!",57
Y S,1585,a year ago,"Not sure how this place has 5 stars, statistically due to the population around it they have bad taste. Coffee tastes like nothing, stale biscottis. Customer service also seemed quite hollow. Business needs work. Many customers but that doesn’t resemble a good business.",57
grace Purvis,1586,5 years ago,Great little coffee shop. They have a great variety of coffee blends and teas as well as offering great signature drinks. I had their Spicy chia tea latte last time and it lives up to its name! Definitely want some water to chase it and sip …,57
Kathryn Hagerty,1587,6 years ago,"Fantastic little coffee shop! Easy walking distance from the art museum. Latte was fantastic. Almond croissant was buttery, flaky, and perfect. Peach Danish was only okay - as peaches were clearly not in season, would have been better to skip. Small selection of seating, super friendly staff.",57
Matthew Miller,1588,8 years ago,"Nice, low key coffee shop, with pretty bold flavored coffee. It wasn't busy at all on a Saturday morning, which is surprising since it's in a pretty residential area with not that many coffee shop options.  High strength coffee, the warm …",57
Sung Lee,1589,a year ago,Peddler Coffee was a great stop in Philly on a rainy afternoon. Staff were friendly and the drinks were great as well. Highly recommend the vanilla cream beignet if it is available.,57
adam Dvorak,1590,2 years ago,"Great, cute place, right by a bunch of museums, with decent traffic from locals on a Saturday morning. It was a nice stopover on my way to the Philadelphia train station! …",57
Kevin Xu,900,a year ago,Friendly staff and tasty pourover options,57
Always Progressing,1591,3 years ago,"Was visiting Philly from DC and had the opportunity to stop into this place. Best coffee I've ever had in my entire life. I think I actually got a latte, either way, it was amazing. Plus the staff and neighborhood folks were warm, welcoming, and helpful. Thank you!",57
Emoney Flex,1592,8 years ago,"I have a to upgrade my review to 5 stars. after going to 20+ other coffee shops since moving here, this place is by far the best. Great, real espresso served perfectly (with sparkling water and biscotti is available for purchase). A menu …",57
Nikia Toomey,1593,2 years ago,"Fantastic coffee shop. Very cozy and welcoming. Staff is very friendly. Drip coffee and espresso is excellent, very strong. Iced coffee was a bit bitter. Amazing almond pastry. Definitely recommend.",57
Stefanie Ricard,1594,2 years ago,Lovely spot. Coffee and pastries are amazing. Atmosphere is warm and friendly. I will definitely come here again. …,57
B ES,1595,8 years ago,Always on the lookout for a Philly-roaster. Service was great and friendly. Sounds like the roaster knows his or her coffees and roasting. Will go back. 1st cup was a pour over that was not as strong as I like. So it was okay and not great …,57
Jamie Cartwright,1596,2 years ago,"I’ve tried Peddler on multiple occasions because I’m always hopeful the experience will be better, but the problem I’ve continually faced is their coffee. It’s just very acidic, and not even their lattes hides this fact. I wish they would …",57
Mylon Pruett,1597,6 years ago,"Order: Pour Over (sort of)
Price: $2.50
Pros: Incredibly fast service, nice style to their seating (though not much of …",57
Corrynn,1598,2 weeks ago,"Whipping up delicious caffeine, tea, and variety of treats in this cozy little spot. Friendly staff. And an environment to suit the quiet types with an intimate setting. There's a variety of art hanging, tons of books, and some games.",12
MsLittlelady12,1599,a month ago,"I love this cafe! The atmosphere is very calm and soothing, and the service is great. I could spend hours here with a warm treat and a delicious latte.",12
Preeti Ladwa,1600,5 months ago,"I ordered a avocado toast. And this is the amount of avocado it has for $10. The barista made it fresh, saved some for herself to eat with a croissant. I witnessed it 😭 Will never go again.
It feels I’m eating a bagel not avocado toast. …",12
Lily W,116,9 months ago,"This cafe is a solid spot for grabbing a coffee and getting some work done. I got a salted caramel latte iced, and it was a decent latte. I enjoyed the almond croissant, which the barista was nice enough to heat up without me having to …",12
Brett Skipper,1601,11 months ago,"Stopped in while walking around Philly. Quaint place. It has a comfortable back area with tables, books, soft lighting, etc. We both ordered lattes and a chocolate croissant. Everything was excellent. The Honey Cinnamon latte with an extra shot of expresso was especially good. We will certainly return!",12
Sara Lansdell,1602,a year ago,"Just found this spot and love it. A proper cozy, dimly lit spot with comfy and spacious seating and soft jazz music. Walnut cappuccino was delicious, super creamy and not too sweet or too bitter. I will definitely be coming back to take …",12
Elias Elias,1603,3 months ago,A very cute place. The coffee was good. Flavored drinks are not overly sweet,12
McKenna Carroll,1604,7 months ago,"This morning I got a ham egg and cheese croissant, and a walnut cappuccino. The staff was so friendly (and stylish!) Their walnut cappuccino was so good it brought a tear to my eye. I’m misting up right thinking about the walnuts and …",12
Latania Geiger,1605,2 years ago,"The name says it all. Very nice ambiance, there are vining plants throughout the cafe. And a cute little corner next to a bookshelf. Not to mention the Honey Cinnamon Latte was made to perfection.",12
Grace Slayter,1428,a year ago,V cute and cozy spot. I got the Walnut Cappuccino and it was like a little ferrero rocher in a mug - super tasty. Perfect vibe for just reading and chilling on a slow morning. So many cozy spots to sit and enjoy your coffee.,12
Voxin Humana,1606,8 months ago,Very nice stuff and interior very calming and relaxing plus the coffee tasted very good also got egg and cheese croissant which was delicious recomendation get chocolate croissant,12
Maxine Smith,112,a year ago,Great place to work! I easily got a table and set up my computer to work for about half an hour. There was a large group there at the time so it was a bit loud but manageable as I was far enough to tune them out and the group wasn't too …,12
LL,1239,5 months ago,"I stopped in here to grab a quick coffee before hitting the local African American museum. I'm a real snob when it comes to dirty chai lattes, so bear that in mind. The space was cute, and there was ample seating. A little dim for anyone …",12
M M,993,a month ago,"Food was terrible. The coffee is pretty good, but the sandwiches are awful. I think the person who came up with them hates food. Service was ok, not the best I've had. …",12
Jo,580,a month ago,Cute little place. Friendly staff. I like that their dine-in orders comes with real cups instead of one time use ones. A little dark inside. Only one table in the front by the window that was being used by the staff.,12
Donna Gonzales,1607,3 months ago,"I've been here before and liked the place, but this morning I had a terrible experience. I asked for a latte with skim milk and they were out. I changed my order to a hot black coffe and the cashier gave me a paper cup and told me it was …",12
Mary Hupka,1608,2 years ago,"I'm not exaggerating when I say this was the best latte I've ever had. Whenever I try a new coffee shop, I just order a plain hot latte and maybe something sweet, if baked goods are available. Honestly most coffee spots have average to …",12
Audra Siren,1534,2 months ago,I love everything about this place. The chai and matcha are my favorites.  I love bringing friends here for coffee dates. The vibe is perfect.,12
Daryl Nitz,1609,a year ago,"Literally has to be ""The cutest coffee shop!"" Staff is excellent. Coffee is exceptional.  Nice quiet place to hang.",12
Ed Correa,1610,3 weeks ago,"Great little café in downtown Philly.  Nice ambiance, great service and awesome coffee!",12
Len Maselli,1611,a year ago,"If you need a place to chill and grab some exceptional coffee, hit up the The Time and Peace cafe! My wife and I loved the French latte and almond croissant. Low light, quiet space and comfortable seats made this a respite form the noise and swirl of Philly.",12
Junfang Zhang,1612,2 years ago,"Beautiful space, excellent music, excellent coffee. Got the walnut cappuccino, which was rich and fragrant. A great space for working too if that’s what you’d like to do!",12
Jorya,1613,a year ago,Coffee was great with aromas! The croissant was buttery and flaky! Loved it! The staff are very friendly.,12
Jeremy Yowell,298,a year ago,"This cafe was a pleasant stop on my errand filled Friday. Didn't try any food, but my iced Americano was solid and the service was quick.",12
Dana Macfarlane,1614,2 years ago,"cute and nice atmosphere. good coffee and yummy bagels! wifi, plugs, and bathroom available. very clean and cozy.",12
Richard Newlun,1615,3 months ago,My wife and I are visiting Philadelphia and we decided to get our morning coffee from here. Our coffee was amazing and the almond croissant was incredible.,12
Andy Garcia,1616,2 years ago,I love that fact the coffee is organic from local roasters and fresh danishes from local bakeries. The cinnamon roll is my favorite. Plus the business has a nice  ambience with good music.,12
Edward Yu,1617,a year ago,The atmosphere here is quite cozy and there is a nice character to the place. It was a great place to get some work done. …,12
Johanna Campbell,1618,2 months ago,Best coffee i have had for a long time. Honey cinnamon latte is awesome,12
Michael,1619,a year ago,Nice cafe with a more relaxed atmosphere than most in the area with bookcases full of books and seating besides standard tables. You can also choose to-go cups or glassware if relaxing inside …,12
Emily W,1620,a year ago,I literally googled coffee around me and decided to try Time & Peace based on the great reviews. I ordered their French Latte with oat milk and it tastes absolutely delicious. I am very impressed. They have a variety of croissants as well …,12
Jennifer Fischer,1621,2 years ago,Perfect Saturday morning beginning! Best espresso and LOVES the walnut cappuccino.,12
Sahil Kapadia,278,a year ago,"absolutely spot on for a morning coffee, quick and friendly service and awesome vibes inside!",12
